sensor_id,timestamp,aqi,prediction,error,sqrError
SW Coastal LA,2016-12-13T21:00:00.000-08:00,70.0,57.05580579512195,12.944194204878052,167.55216361359854
SW Coastal LA,2016-12-13T20:00:00.000-08:00,72.0,56.88444279327928,15.115557206720723,228.48006966964678
SW Coastal LA,2016-12-13T19:00:00.000-08:00,76.0,56.88444279327928,19.115557206720723,365.4045273234126
SW Coastal LA,2016-12-13T18:00:00.000-08:00,79.0,56.88444279327928,22.115557206720723,489.09787056373693
SW Coastal LA,2016-12-13T17:00:00.000-08:00,66.0,56.88444279327928,9.115557206720723,83.09338318899812
SW Coastal LA,2016-12-13T16:00:00.000-08:00,76.0,56.88444279327928,19.115557206720723,365.4045273234126
SW Coastal LA,2016-12-13T15:00:00.000-08:00,79.0,56.88444279327928,22.115557206720723,489.09787056373693
SW Coastal LA,2016-12-13T14:00:00.000-08:00,81.0,57.82556075331533,23.17443924668467,537.0546343982787
SW Coastal LA,2016-12-13T13:00:00.000-08:00,77.0,59.58431973103675,17.41568026896325,303.3059192307559
SW Coastal LA,2016-12-13T12:00:00.000-08:00,80.0,59.74188421537526,20.258115784624742,410.39125514326213
SW Coastal LA,2016-12-13T11:00:00.000-08:00,82.0,59.792249583808214,22.207750416191786,493.18417854786645
SW Coastal LA,2016-12-13T10:00:00.000-08:00,84.0,59.792249583808214,24.207750416191786,586.0151802126336
SW Coastal LA,2016-12-13T09:00:00.000-08:00,82.0,59.76183083629073,22.238169163709273,494.53616775374996
SW Coastal LA,2016-12-13T08:00:00.000-08:00,73.0,59.76183083629073,13.238169163709273,175.24912280698308
SW Coastal LA,2016-12-13T07:00:00.000-08:00,72.0,59.69707436319237,12.302925636807629,151.3619792248184
SW Coastal LA,2016-12-13T06:00:00.000-08:00,67.0,59.644611073018424,7.3553889269815755,54.10174626716317
SW Coastal LA,2016-12-13T05:00:00.000-08:00,59.0,59.644611073018424,0.6446110730184245,0.41552343545796455
SW Coastal LA,2016-12-13T04:00:00.000-08:00,54.0,59.644611073018424,5.6446110730184245,31.861634165642208
SW Coastal LA,2016-12-13T03:00:00.000-08:00,52.0,59.644611073018424,7.6446110730184245,58.440078457715906
SW Coastal LA,2016-12-13T02:00:00.000-08:00,44.0,59.6713200897868,15.671320089786803,245.59027335655546
SW Coastal LA,2016-12-13T01:00:00.000-08:00,46.0,59.6713200897868,13.671320089786803,186.90499299740824
SW Coastal LA,2016-12-13T00:00:00.000-08:00,48.0,59.6713200897868,11.671320089786803,136.21971263826103
SW Coastal LA,2016-12-12T23:00:00.000-08:00,44.0,56.65756405010765,12.657564050107652,160.21392768257763
SW Coastal LA,2016-12-12T22:00:00.000-08:00,43.0,56.65756405010765,13.657564050107652,186.52905578279294
SW Coastal LA,2016-12-12T21:00:00.000-08:00,37.0,56.432515656785064,19.432515656785064,377.6226647511966
SW Coastal LA,2016-12-12T20:00:00.000-08:00,37.0,56.22241977324656,19.222419773246557,369.5014219389002
SW Coastal LA,2016-12-12T19:00:00.000-08:00,38.0,56.22241977324656,18.222419773246557,332.0565823924071
SW Coastal LA,2016-12-12T18:00:00.000-08:00,31.0,56.22241977324656,25.222419773246557,636.1704592178589
SW Coastal LA,2016-12-12T17:00:00.000-08:00,28.0,56.22241977324656,28.222419773246557,796.5049778573382
SW Coastal LA,2016-12-12T16:00:00.000-08:00,34.0,56.22241977324656,22.222419773246557,493.83594057837956
SW Coastal LA,2016-12-12T15:00:00.000-08:00,37.0,56.22241977324656,19.222419773246557,369.5014219389002
SW Coastal LA,2016-12-12T14:00:00.000-08:00,41.0,57.21856930357957,16.21856930357957,263.0419902550135
SW Coastal LA,2016-12-12T13:00:00.000-08:00,55.0,58.75507132099831,3.7550713209983115,14.100560625784004
SW Coastal LA,2016-12-12T12:00:00.000-08:00,66.0,58.87036155590343,7.129638444096571,50.831744343539775
SW Coastal LA,2016-12-12T11:00:00.000-08:00,79.0,58.92072692433637,20.07927307566363,403.1772072470703
SW Coastal LA,2016-12-12T10:00:00.000-08:00,72.0,58.92072692433637,13.079273075663629,171.0673841877795
SW Coastal LA,2016-12-12T09:00:00.000-08:00,69.0,58.89030817681888,10.109691823181123,102.20586875969526
SW Coastal LA,2016-12-12T08:00:00.000-08:00,60.0,58.89030817681888,1.109691823181123,1.2314159424350448
SW Coastal LA,2016-12-12T07:00:00.000-08:00,60.0,58.82555170372054,1.1744482962794578,1.379328800633721
SW Coastal LA,2016-12-12T06:00:00.000-08:00,58.0,58.773088413546596,0.7730884135465956,0.597665695159992
SW Coastal LA,2016-12-12T05:00:00.000-08:00,54.0,58.773088413546596,4.773088413546596,22.782373003532758
SW Coastal LA,2016-12-12T04:00:00.000-08:00,57.0,58.773088413546596,1.7730884135465956,3.143842522253183
SW Coastal LA,2016-12-12T03:00:00.000-08:00,64.0,58.773088413546596,5.226911586453404,27.320604732600845
SW Coastal LA,2016-12-12T02:00:00.000-08:00,77.0,58.799797430314975,18.200202569685025,331.2473735775694
SW Coastal LA,2016-12-12T01:00:00.000-08:00,80.0,58.799797430314975,21.200202569685025,449.44858899567953
SW Coastal LA,2016-12-12T00:00:00.000-08:00,59.0,58.799797430314975,0.20020256968502537,0.040081068908487436
