sensor_id,timestamp,aqi,prediction,error,sqrError
NW Coastal LA,2017-10-31T23:00:00.000-07:00,32.0,55.737826813182636,23.737826813182636,563.4844218126525
NW Coastal LA,2017-10-31T22:00:00.000-07:00,33.0,55.67278788365158,22.67278788365158,514.0553104170579
NW Coastal LA,2017-10-31T21:00:00.000-07:00,27.0,55.4198267170918,28.4198267170918,807.686550629525
NW Coastal LA,2017-10-31T20:00:00.000-07:00,27.0,55.08813535333076,28.088135353330763,788.9433476270294
NW Coastal LA,2017-10-31T19:00:00.000-07:00,26.0,55.08813535333076,29.088135353330763,846.119618333691
NW Coastal LA,2017-10-31T18:00:00.000-07:00,26.0,55.01561711312891,29.01561711312891,841.9060364556993
NW Coastal LA,2017-10-31T17:00:00.000-07:00,27.0,55.01561711312891,28.01561711312891,784.8748022294416
NW Coastal LA,2017-10-31T16:00:00.000-07:00,26.0,55.01561711312891,29.01561711312891,841.9060364556993
NW Coastal LA,2017-10-31T15:00:00.000-07:00,19.0,55.132617751993095,36.132617751993095,1305.5660656116465
NW Coastal LA,2017-10-31T14:00:00.000-07:00,20.0,55.86514183980765,35.86514183980765,1286.3083991895212
NW Coastal LA,2017-10-31T13:00:00.000-07:00,23.0,57.46853300053352,34.46853300053352,1188.0797672088681
NW Coastal LA,2017-10-31T12:00:00.000-07:00,23.0,57.65823900017404,34.65823900017404,1201.193530593185
NW Coastal LA,2017-10-31T11:00:00.000-07:00,22.0,57.65823900017404,35.65823900017404,1271.510008593533
NW Coastal LA,2017-10-31T10:00:00.000-07:00,18.0,57.69309073132397,39.69309073132397,1575.5414518051168
NW Coastal LA,2017-10-31T09:00:00.000-07:00,15.0,57.65067206923683,42.65067206923683,1819.079827957579
NW Coastal LA,2017-10-31T08:00:00.000-07:00,17.0,57.65067206923683,40.65067206923683,1652.4771396806316
NW Coastal LA,2017-10-31T07:00:00.000-07:00,28.0,57.33945102404171,29.339451024041708,860.803386392142
NW Coastal LA,2017-10-31T06:00:00.000-07:00,36.0,57.210318969804995,21.210318969804995,449.8776308008696
NW Coastal LA,2017-10-31T05:00:00.000-07:00,38.0,57.210318969804995,19.210318969804995,369.0363549216496
NW Coastal LA,2017-10-31T04:00:00.000-07:00,40.0,57.210318969804995,17.210318969804995,296.19507904242965
NW Coastal LA,2017-10-31T03:00:00.000-07:00,41.0,57.24319138547317,16.243191385473168,263.84126638510975
NW Coastal LA,2017-10-31T02:00:00.000-07:00,41.0,57.24319138547317,16.243191385473168,263.84126638510975
NW Coastal LA,2017-10-31T01:00:00.000-07:00,41.0,57.24319138547317,16.243191385473168,263.84126638510975
NW Coastal LA,2017-10-31T00:00:00.000-07:00,39.0,57.24319138547317,18.243191385473168,332.8140319270024
NW Coastal LA,2017-10-30T23:00:00.000-07:00,36.0,55.39710906994072,19.39710906994072,376.24784027117647
NW Coastal LA,2017-10-30T22:00:00.000-07:00,36.0,55.33207014040966,19.332070140409662,373.7289359137189
NW Coastal LA,2017-10-30T21:00:00.000-07:00,39.0,55.07910897384988,16.079108973849877,258.53774539293966
NW Coastal LA,2017-10-30T20:00:00.000-07:00,41.0,54.74741761008883,13.747417610088831,188.9914909461805
NW Coastal LA,2017-10-30T19:00:00.000-07:00,40.0,54.74741761008883,14.747417610088831,217.48632616635817
NW Coastal LA,2017-10-30T18:00:00.000-07:00,36.0,54.67489936988698,18.67489936988698,348.7518664754051
NW Coastal LA,2017-10-30T17:00:00.000-07:00,35.0,54.67489936988698,19.67489936988698,387.1016652151791
NW Coastal LA,2017-10-30T16:00:00.000-07:00,35.0,54.67489936988698,19.67489936988698,387.1016652151791
NW Coastal LA,2017-10-30T15:00:00.000-07:00,38.0,54.7113378734939,16.711337873493903,279.26881352207175
NW Coastal LA,2017-10-30T14:00:00.000-07:00,38.0,55.39757165359605,17.397571653596053,302.6754994420089
NW Coastal LA,2017-10-30T13:00:00.000-07:00,36.0,56.83519750355932,20.83519750355932,434.10545501232457
NW Coastal LA,2017-10-30T12:00:00.000-07:00,40.0,56.97243582428289,16.97243582428289,288.06357780940124
NW Coastal LA,2017-10-30T11:00:00.000-07:00,38.0,56.97243582428289,18.97243582428289,359.95332110653277
NW Coastal LA,2017-10-30T10:00:00.000-07:00,39.0,57.007287555432825,18.007287555432825,324.2624051040459
NW Coastal LA,2017-10-30T09:00:00.000-07:00,38.0,56.93582336266197,18.93582336266197,358.5654064219349
NW Coastal LA,2017-10-30T08:00:00.000-07:00,34.0,56.93582336266197,22.93582336266197,526.0519933232307
NW Coastal LA,2017-10-30T07:00:00.000-07:00,31.0,56.66127650660499,25.66127650660499,658.5011119484373
NW Coastal LA,2017-10-30T06:00:00.000-07:00,26.0,56.5784347600807,30.578434760080697,935.0406723765115
NW Coastal LA,2017-10-30T05:00:00.000-07:00,18.0,56.5784347600807,38.5784347600807,1488.2956285378025
NW Coastal LA,2017-10-30T04:00:00.000-07:00,23.0,56.5784347600807,33.5784347600807,1127.5112809369955
NW Coastal LA,2017-10-30T03:00:00.000-07:00,44.0,56.61130717574887,12.61130717574887,159.04506868109493
NW Coastal LA,2017-10-30T02:00:00.000-07:00,48.0,56.61130717574887,8.61130717574887,74.15461127510397
NW Coastal LA,2017-10-30T01:00:00.000-07:00,46.0,56.644153174678166,10.644153174678166,113.29799680601128
NW Coastal LA,2017-10-30T00:00:00.000-07:00,43.0,56.644153174678166,13.644153174678166,186.1629158540803
NW Coastal LA,2017-10-29T23:00:00.000-07:00,43.0,56.46113514960393,13.461135149603933,181.2021595159025
NW Coastal LA,2017-10-29T22:00:00.000-07:00,41.0,56.39609622007288,15.396096220072877,237.03977881774233
NW Coastal LA,2017-10-29T21:00:00.000-07:00,45.0,55.99169439591558,10.99169439591558,120.81734569320197
NW Coastal LA,2017-10-29T20:00:00.000-07:00,51.0,55.602770504162315,4.602770504162315,21.18549631398661
NW Coastal LA,2017-10-29T19:00:00.000-07:00,51.0,55.531629176158766,4.531629176158766,20.53566299021338
NW Coastal LA,2017-10-29T18:00:00.000-07:00,52.0,55.41211562663066,3.4121156266306585,11.642533049497132
NW Coastal LA,2017-10-29T17:00:00.000-07:00,55.0,55.41211562663066,0.4121156266306585,0.1698392897131803
NW Coastal LA,2017-10-29T16:00:00.000-07:00,56.0,55.41211562663066,0.5878843733693415,0.34560803645186333
NW Coastal LA,2017-10-29T15:00:00.000-07:00,58.0,55.52911626549484,2.4708837345051577,6.105266429442155
NW Coastal LA,2017-10-29T14:00:00.000-07:00,66.0,56.35816326544824,9.64183673455176,92.96501561575174
NW Coastal LA,2017-10-29T13:00:00.000-07:00,62.0,57.9788168780518,4.021183121948198,16.169913700241057
NW Coastal LA,2017-10-29T12:00:00.000-07:00,60.0,58.40924507374356,1.5907549262564373,2.5305012354091234
NW Coastal LA,2017-10-29T11:00:00.000-07:00,63.0,58.40924507374356,4.590754926256437,21.075030792947747
NW Coastal LA,2017-10-29T10:00:00.000-07:00,65.0,58.4440968048935,6.555903195106502,42.97986670360765
NW Coastal LA,2017-10-29T09:00:00.000-07:00,73.0,58.4440968048935,14.555903195106502,211.8743178253117
NW Coastal LA,2017-10-29T08:00:00.000-07:00,75.0,58.40270616084367,16.59729383915633,275.47016278329664
NW Coastal LA,2017-10-29T07:00:00.000-07:00,80.0,58.16891392950388,21.83108607049612,476.5963190174097
NW Coastal LA,2017-10-29T06:00:00.000-07:00,99.0,58.03978187526716,40.96021812473284,1677.7394688256927
NW Coastal LA,2017-10-29T05:00:00.000-07:00,110.0,58.03978187526716,51.96021812473284,2699.864267569815
NW Coastal LA,2017-10-29T04:00:00.000-07:00,113.0,58.03978187526716,54.96021812473284,3020.625576318212
NW Coastal LA,2017-10-29T03:00:00.000-07:00,100.0,58.07265429093533,41.92734570906467,1757.9023182074234
NW Coastal LA,2017-10-29T02:00:00.000-07:00,94.0,58.09540780674036,35.90459219325964,1289.139740564281
NW Coastal LA,2017-10-29T01:00:00.000-07:00,88.0,58.09540780674036,29.90459219325964,894.2846342451653
NW Coastal LA,2017-10-29T00:00:00.000-07:00,77.0,58.09540780674036,18.90459219325964,357.3836059934533
NW Coastal LA,2017-10-28T23:00:00.000-07:00,79.0,56.17379219056058,22.826207809439417,521.035762959713
NW Coastal LA,2017-10-28T22:00:00.000-07:00,73.0,56.10875326102951,16.891246738970487,285.3142163967811
NW Coastal LA,2017-10-28T21:00:00.000-07:00,77.0,55.68643770039733,21.313562299602673,454.26793789904434
NW Coastal LA,2017-10-28T20:00:00.000-07:00,77.0,55.29751380864407,21.70248619135593,470.99790688599484
NW Coastal LA,2017-10-28T19:00:00.000-07:00,67.0,55.22637248064052,11.77362751935948,138.61830496461886
NW Coastal LA,2017-10-28T18:00:00.000-07:00,67.0,55.1068589311124,11.893141068887601,141.44680448446093
NW Coastal LA,2017-10-28T17:00:00.000-07:00,68.0,55.1068589311124,12.893141068887601,166.23308662223613
NW Coastal LA,2017-10-28T16:00:00.000-07:00,72.0,55.1068589311124,16.8931410688876,285.3782151733369
NW Coastal LA,2017-10-28T15:00:00.000-07:00,76.0,55.2238595699766,20.776140430023403,431.6480111680531
NW Coastal LA,2017-10-28T14:00:00.000-07:00,79.0,55.97999436691573,23.020005633084267,529.9206593472314
NW Coastal LA,2017-10-28T13:00:00.000-07:00,87.0,57.43987365143483,29.56012634856517,873.8010697431368
NW Coastal LA,2017-10-28T12:00:00.000-07:00,99.0,57.749112873953116,41.250887126046884,1701.6356886858605
NW Coastal LA,2017-10-28T11:00:00.000-07:00,99.0,57.749112873953116,41.250887126046884,1701.6356886858605
NW Coastal LA,2017-10-28T10:00:00.000-07:00,95.0,57.78396460510306,37.21603539489694,1385.033290514222
NW Coastal LA,2017-10-28T09:00:00.000-07:00,92.0,57.78396460510306,34.21603539489694,1170.7370781448403
NW Coastal LA,2017-10-28T08:00:00.000-07:00,75.0,57.74257396105323,17.257426038946768,297.81875348971795
NW Coastal LA,2017-10-28T07:00:00.000-07:00,77.0,57.508781729713434,19.491218270286566,379.90758965995286
NW Coastal LA,2017-10-28T06:00:00.000-07:00,80.0,57.37964967547672,22.62035032452328,511.68024880416044
NW Coastal LA,2017-10-28T05:00:00.000-07:00,76.0,57.37964967547672,18.62035032452328,346.7174462079742
NW Coastal LA,2017-10-28T04:00:00.000-07:00,63.0,57.37964967547672,5.6203503245232795,31.588337770368934
NW Coastal LA,2017-10-28T03:00:00.000-07:00,56.0,57.41252209114489,1.4125220911448935,1.9952186579723428
NW Coastal LA,2017-10-28T02:00:00.000-07:00,59.0,57.435275606949915,1.564724393050085,2.4483624262059567
NW Coastal LA,2017-10-28T01:00:00.000-07:00,57.0,57.435275606949915,0.4352756069499151,0.18946485400561697
NW Coastal LA,2017-10-28T00:00:00.000-07:00,53.0,57.435275606949915,4.435275606949915,19.671669709604938
NW Coastal LA,2017-10-27T23:00:00.000-07:00,54.0,55.85501874528896,1.8550187452889588,3.441094545373423
NW Coastal LA,2017-10-27T22:00:00.000-07:00,56.0,55.789979815757896,0.21002018424210434,0.04410847778908745
NW Coastal LA,2017-10-27T21:00:00.000-07:00,58.0,55.519099730590106,2.4809002694098936,6.154866146758082
NW Coastal LA,2017-10-27T20:00:00.000-07:00,52.0,55.171591469955956,3.171591469955956,10.058992452297383
NW Coastal LA,2017-10-27T19:00:00.000-07:00,59.0,55.171591469955956,3.828408530044044,14.656711872913997
NW Coastal LA,2017-10-27T18:00:00.000-07:00,59.0,55.05207792042785,3.9479220795721517,15.586088746373303
NW Coastal LA,2017-10-27T17:00:00.000-07:00,55.0,55.05207792042785,0.05207792042784831,0.0027121097960893007
NW Coastal LA,2017-10-27T16:00:00.000-07:00,57.666666666666664,55.05207792042785,2.614588746238816,6.836074311958663
NW Coastal LA,2017-10-27T15:00:00.000-07:00,57.0,55.16907855929203,1.830921440707968,3.352273322044141
NW Coastal LA,2017-10-27T14:00:00.000-07:00,55.0,55.92280319994315,0.9228031999431465,0.8515657458253109
NW Coastal LA,2017-10-27T12:00:00.000-07:00,85.0,57.733819278917544,27.266180721082456,743.4446111147286
NW Coastal LA,2017-10-27T11:00:00.000-07:00,85.0,57.733819278917544,27.266180721082456,743.4446111147286
NW Coastal LA,2017-10-27T10:00:00.000-07:00,85.0,57.76867101006747,27.23132898993253,741.5452785579397
NW Coastal LA,2017-10-27T09:00:00.000-07:00,85.0,57.76867101006747,27.23132898993253,741.5452785579397
NW Coastal LA,2017-10-27T08:00:00.000-07:00,85.0,57.72728036601766,27.27271963398234,743.8012362338059
NW Coastal LA,2017-10-27T07:00:00.000-07:00,85.0,57.493488134677854,27.506511865322146,756.6081949971081
NW Coastal LA,2017-10-27T06:00:00.000-07:00,84.0,57.36435608044115,26.635643919558852,709.4575270095324
NW Coastal LA,2017-10-27T05:00:00.000-07:00,84.0,57.36435608044115,26.635643919558852,709.4575270095324
