feature,buffersize,type,importance
roads,400,primary,0.0
roads,400,pier,0.0
roads,400,pedestrian,0.0
roads,400,path,0.0
roads,400,motorway_link,0.0
roads,400,motorway,0.0
roads,400,light_rail,0.0
roads,400,funicular,0.0
roads,400,disused,0.0
roads,400,cycleway,0.0
roads,400,bridleway,0.0
waterareas,400,water,0.0
waterareas,400,swimming_pool,0.0
waterareas,400,riverbank,0.0
waterareas,400,reservoir,0.0
waterareas,400,basin,0.0
landusages,400,wood,0.0
landusages,400,wetland,0.0
landusages,400,village_green,0.0
landusages,400,university,0.0
landusages,400,theatre,0.0
landusages,400,stadium,0.0
landusages,400,sports_centre,0.0
landusages,400,scrub,0.0
landusages,400,school,0.0
landusages,400,retail,0.0
landusages,400,recreation_ground,0.0
landusages,400,railway,0.0
landusages,400,playground,0.0
landusages,400,plant,0.0
landusages,400,place_of_worship,0.0
landusages,400,pitch,0.0
landusages,400,pedestrian,0.0
landusages,400,park,0.0
landusages,400,nature_reserve,0.0
landusages,400,meadow,0.0
landusages,400,library,0.0
landusages,400,island,0.0
landusages,400,industrial,0.0
landusages,400,hospital,0.0
landusages,400,hedge,0.0
landusages,400,grass,0.0
landusages,400,golf_course,0.0
landusages,400,generator,0.0
landusages,400,garden,0.0
landusages,400,fuel,0.0
landusages,400,forest,0.0
landusages,400,footway,0.0
landusages,400,farmyard,0.0
landusages,400,farmland,0.0
landusages,400,common,0.0
landusages,400,commercial,0.0
landusages,400,college,0.0
landusages,400,cinema,0.0
landusages,400,cemetery,0.0
landusages,400,allotments,0.0
buildings,300,warehouse,0.0
buildings,300,vacant,0.0
buildings,300,train_station,0.0
buildings,300,tower,0.0
buildings,300,stable,0.0
buildings,300,shelter,0.0
buildings,300,shed,0.0
buildings,300,school,0.0
buildings,300,roof,0.0
buildings,300,repair_shops,0.0
buildings,300,public_building,0.0
buildings,300,public,0.0
buildings,300,poolhouse,0.0
buildings,300,office,0.0
buildings,300,kindergarten,0.0
buildings,300,industrial,0.0
buildings,300,hotel,0.0
buildings,300,hospital,0.0
buildings,300,historic,0.0
buildings,300,guardhouse,0.0
buildings,300,greenhouse,0.0
buildings,300,grandstand,0.0
buildings,300,garages,0.0
buildings,300,fidelity,0.0
buildings,300,farm_auxiliary,0.0
buildings,300,factory,0.0
buildings,300,dormitory,0.0
buildings,300,dome,0.0
buildings,300,construction,0.0
buildings,300,commercial,0.0
buildings,300,college,0.0
buildings,300,civic,0.0
buildings,300,church,0.0
buildings,300,cathedral,0.0
buildings,300,building,0.0
buildings,300,bridge,0.0
buildings,300,barn,0.0
buildings,300,apartments,0.0
aeroways,300,taxiway,0.0
aeroways,300,runway,0.0
roads,300,track,0.0
roads,300,tertiary_link,0.0
roads,300,subway,0.0
roads,300,steps,0.0
roads,300,secondary_link,0.0
roads,300,secondary,0.0
roads,300,road,0.0
roads,300,rail,0.0
roads,300,primary_link,0.0
roads,300,pier,0.0
roads,300,pedestrian,0.0
roads,300,path,0.0
roads,300,motorway_link,0.0
roads,300,motorway,0.0
roads,300,light_rail,0.0
roads,300,funicular,0.0
roads,300,footway,0.0
roads,300,disused,0.0
roads,300,cycleway,0.0
roads,300,bridleway,0.0
waterareas,300,water,0.0
waterareas,300,swimming_pool,0.0
waterareas,300,riverbank,0.0
waterareas,300,reservoir,0.0
waterareas,300,basin,0.0
landusages,300,wood,0.0
landusages,300,wetland,0.0
landusages,300,village_green,0.0
landusages,300,university,0.0
landusages,300,theatre,0.0
landusages,300,stadium,0.0
landusages,300,scrub,0.0
landusages,300,retail,0.0
landusages,300,recreation_ground,0.0
landusages,300,railway,0.0
landusages,300,playground,0.0
landusages,300,plant,0.0
landusages,300,place_of_worship,0.0
landusages,300,pitch,0.0
landusages,300,pedestrian,0.0
landusages,300,park,0.0
landusages,300,nature_reserve,0.0
landusages,300,meadow,0.0
landusages,300,island,0.0
landusages,300,industrial,0.0
landusages,300,hospital,0.0
landusages,300,hedge,0.0
landusages,300,grass,0.0
landusages,300,golf_course,0.0
landusages,300,generator,0.0
landusages,300,garden,0.0
landusages,300,forest,0.0
landusages,300,footway,0.0
landusages,300,farmyard,0.0
landusages,300,farmland,0.0
landusages,300,common,0.0
landusages,300,commercial,0.0
landusages,300,college,0.0
landusages,300,cinema,0.0
landusages,300,cemetery,0.0
landusages,300,allotments,0.0
buildings,200,vacant,0.0
buildings,200,train_station,0.0
buildings,200,tower,0.0
buildings,200,stable,0.0
buildings,200,shelter,0.0
buildings,200,shed,0.0
buildings,200,roof,0.0
buildings,200,residential,0.0
buildings,200,repair_shops,0.0
buildings,200,public_building,0.0
buildings,200,public,0.0
buildings,200,poolhouse,0.0
buildings,200,office,0.0
buildings,200,kindergarten,0.0
buildings,200,hotel,0.0
buildings,200,hospital,0.0
buildings,200,historic,0.0
buildings,200,guardhouse,0.0
buildings,200,greenhouse,0.0
buildings,200,grandstand,0.0
buildings,200,garages,0.0
buildings,200,garage,0.0
buildings,200,fidelity,0.0
buildings,200,farm_auxiliary,0.0
buildings,200,factory,0.0
buildings,200,dormitory,0.0
buildings,200,dome,0.0
buildings,200,construction,0.0
buildings,200,commercial,0.0
buildings,200,college,0.0
buildings,200,civic,0.0
buildings,200,cathedral,0.0
buildings,200,building,0.0
buildings,200,bridge,0.0
buildings,200,barn,0.0
aeroways,200,taxiway,0.0
aeroways,200,runway,0.0
roads,200,unclassified,0.0
roads,200,track,0.0
roads,200,tertiary_link,0.0
roads,200,subway,0.0
roads,200,steps,0.0
roads,200,service,0.0
roads,200,secondary_link,0.0
roads,200,road,0.0
roads,200,residential,0.0
roads,200,primary_link,0.0
roads,200,pier,0.0
roads,200,pedestrian,0.0
roads,200,path,0.0
roads,200,light_rail,0.0
roads,200,funicular,0.0
roads,200,footway,0.0
roads,200,disused,0.0
roads,200,cycleway,0.0
roads,200,bridleway,0.0
waterareas,200,water,0.0
waterareas,200,swimming_pool,0.0
waterareas,200,riverbank,0.0
waterareas,200,reservoir,0.0
waterareas,200,basin,0.0
landusages,200,wood,0.0
landusages,200,wetland,0.0
landusages,200,village_green,0.0
landusages,200,university,0.0
landusages,200,theatre,0.0
landusages,200,stadium,0.0
landusages,200,sports_centre,0.0
landusages,200,scrub,0.0
landusages,200,retail,0.0
landusages,200,recreation_ground,0.0
landusages,200,railway,0.0
landusages,200,playground,0.0
landusages,200,plant,0.0
landusages,200,place_of_worship,0.0
landusages,200,pedestrian,0.0
landusages,200,park,0.0
landusages,200,nature_reserve,0.0
landusages,200,meadow,0.0
landusages,200,library,0.0
landusages,200,island,0.0
landusages,200,hospital,0.0
landusages,200,hedge,0.0
landusages,200,grass,0.0
landusages,200,golf_course,0.0
landusages,200,generator,0.0
landusages,200,garden,0.0
landusages,200,fuel,0.0
landusages,200,forest,0.0
landusages,200,footway,0.0
landusages,200,farmyard,0.0
landusages,200,farmland,0.0
landusages,200,common,0.0
landusages,200,commercial,0.0
landusages,200,college,0.0
landusages,200,cinema,0.0
landusages,200,cemetery,0.0
landusages,200,allotments,0.0
buildings,100,warehouse,0.0
buildings,100,vacant,0.0
buildings,100,train_station,0.0
buildings,100,tower,0.0
buildings,100,stable,0.0
buildings,100,shelter,0.0
buildings,100,school,0.0
buildings,100,roof,0.0
buildings,100,residential,0.0
buildings,100,repair_shops,0.0
buildings,100,public_building,0.0
buildings,100,public,0.0
buildings,100,poolhouse,0.0
buildings,100,office,0.0
buildings,100,kindergarten,0.0
buildings,100,industrial,0.0
buildings,100,hotel,0.0
buildings,100,hospital,0.0
buildings,100,historic,0.0
buildings,100,guardhouse,0.0
buildings,100,greenhouse,0.0
buildings,100,grandstand,0.0
buildings,100,garages,0.0
buildings,100,garage,0.0
buildings,100,fidelity,0.0
buildings,100,farm_auxiliary,0.0
buildings,100,factory,0.0
buildings,100,dormitory,0.0
buildings,100,dome,0.0
buildings,100,construction,0.0
buildings,100,commercial,0.0
buildings,100,college,0.0
buildings,100,civic,0.0
buildings,100,cathedral,0.0
buildings,100,building,0.0
buildings,100,bridge,0.0
buildings,100,barn,0.0
buildings,100,apartments,0.0
aeroways,100,taxiway,0.0
aeroways,100,runway,0.0
roads,100,unclassified,0.0
roads,100,track,0.0
roads,100,tertiary_link,0.0
roads,100,tertiary,0.0
roads,100,subway,0.0
roads,100,steps,0.0
roads,100,service,0.0
roads,100,secondary_link,0.0
roads,100,secondary,0.0
roads,100,road,0.0
roads,100,residential,0.0
roads,100,rail,0.0
roads,100,primary_link,0.0
roads,100,primary,0.0
roads,100,pier,0.0
roads,100,pedestrian,0.0
roads,100,path,0.0
roads,100,motorway_link,0.0
roads,100,motorway,0.0
roads,100,light_rail,0.0
roads,100,funicular,0.0
roads,100,footway,0.0
roads,100,disused,0.0
roads,100,cycleway,0.0
roads,100,bridleway,0.0
waterareas,100,water,0.0
waterareas,100,swimming_pool,0.0
waterareas,100,riverbank,0.0
waterareas,100,reservoir,0.0
waterareas,100,basin,0.0
landusages,100,wood,0.0
landusages,100,wetland,0.0
landusages,100,village_green,0.0
landusages,100,university,0.0
landusages,100,theatre,0.0
landusages,100,substation,0.0
landusages,100,stadium,0.0
landusages,100,sports_centre,0.0
landusages,100,scrub,0.0
landusages,100,school,0.0
landusages,100,retail,0.0
landusages,100,recreation_ground,0.0
landusages,100,railway,0.0
landusages,100,playground,0.0
landusages,100,plant,0.0
landusages,100,place_of_worship,0.0
landusages,100,pitch,0.0
landusages,100,pedestrian,0.0
landusages,100,parking,0.0
landusages,100,park,0.0
landusages,100,nature_reserve,0.0
landusages,100,meadow,0.0
landusages,100,library,0.0
landusages,100,island,0.0
landusages,100,industrial,0.0
landusages,100,hospital,0.0
landusages,100,hedge,0.0
landusages,100,grass,0.0
landusages,100,golf_course,0.0
landusages,100,generator,0.0
landusages,100,garden,0.0
landusages,100,fuel,0.0
landusages,100,forest,0.0
landusages,100,footway,0.0
landusages,100,farmyard,0.0
landusages,100,farmland,0.0
landusages,100,common,0.0
landusages,100,college,0.0
landusages,100,cinema,0.0
landusages,100,cemetery,0.0
landusages,100,allotments,0.0
