feature,buffersize,type,importance
buildings,1600,grandstand,0.0
buildings,1600,garages,0.0
buildings,1600,garage,0.0
buildings,1600,fidelity,0.0
buildings,1600,farm_auxiliary,0.0
buildings,1600,dormitory,0.0
buildings,1600,dome,0.0
buildings,1600,construction,0.0
buildings,1600,civic,0.0
buildings,1600,church,0.0
buildings,1600,cathedral,0.0
buildings,1600,building,0.0
buildings,1600,bridge,0.0
buildings,1600,barn,0.0
aeroways,1600,taxiway,0.0
aeroways,1600,runway,0.0
roads,1600,track,0.0
roads,1600,tertiary_link,0.0
roads,1600,subway,0.0
roads,1600,steps,0.0
roads,1600,road,0.0
roads,1600,residential,0.0
roads,1600,pier,0.0
roads,1600,pedestrian,0.0
roads,1600,motorway_link,0.0
roads,1600,motorway,0.0
roads,1600,light_rail,0.0
roads,1600,funicular,0.0
roads,1600,footway,0.0
roads,1600,disused,0.0
roads,1600,cycleway,0.0
roads,1600,bridleway,0.0
waterareas,1600,riverbank,0.0
waterareas,1600,reservoir,0.0
landusages,1600,wood,0.0
landusages,1600,wetland,0.0
landusages,1600,university,0.0
landusages,1600,substation,0.0
landusages,1600,residential,0.0
landusages,1600,recreation_ground,0.0
landusages,1600,railway,0.0
landusages,1600,playground,0.0
landusages,1600,plant,0.0
landusages,1600,pedestrian,0.0
landusages,1600,nature_reserve,0.0
landusages,1600,meadow,0.0
landusages,1600,island,0.0
landusages,1600,hedge,0.0
landusages,1600,grass,0.0
landusages,1600,garden,0.0
landusages,1600,fuel,0.0
landusages,1600,forest,0.0
landusages,1600,farmland,0.0
landusages,1600,common,0.0
landusages,1600,commercial,0.0
landusages,1600,cinema,0.0
landusages,1600,allotments,0.0
buildings,1500,warehouse,0.0
buildings,1500,vacant,0.0
buildings,1500,train_station,0.0
buildings,1500,tower,0.0
buildings,1500,stable,0.0
buildings,1500,shelter,0.0
buildings,1500,shed,0.0
buildings,1500,roof,0.0
buildings,1500,repair_shops,0.0
buildings,1500,public_building,0.0
buildings,1500,public,0.0
buildings,1500,poolhouse,0.0
buildings,1500,office,0.0
buildings,1500,historic,0.0
buildings,1500,guardhouse,0.0
buildings,1500,greenhouse,0.0
buildings,1500,garages,0.0
buildings,1500,fidelity,0.0
buildings,1500,factory,0.0
buildings,1500,dome,0.0
buildings,1500,construction,0.0
buildings,1500,civic,0.0
buildings,1500,church,0.0
buildings,1500,cathedral,0.0
buildings,1500,building,0.0
buildings,1500,bridge,0.0
buildings,1500,barn,0.0
aeroways,1500,taxiway,0.0
aeroways,1500,runway,0.0
roads,1500,unclassified,0.0
roads,1500,tertiary,0.0
roads,1500,subway,0.0
roads,1500,secondary,0.0
roads,1500,road,0.0
roads,1500,pier,0.0
roads,1500,motorway_link,0.0
roads,1500,funicular,0.0
waterareas,1500,riverbank,0.0
waterareas,1500,reservoir,0.0
waterareas,1500,basin,0.0
landusages,1500,wood,0.0
landusages,1500,wetland,0.0
landusages,1500,village_green,0.0
landusages,1500,university,0.0
landusages,1500,theatre,0.0
landusages,1500,stadium,0.0
landusages,1500,school,0.0
landusages,1500,recreation_ground,0.0
landusages,1500,railway,0.0
landusages,1500,plant,0.0
landusages,1500,pitch,0.0
landusages,1500,pedestrian,0.0
landusages,1500,meadow,0.0
landusages,1500,island,0.0
landusages,1500,industrial,0.0
landusages,1500,hospital,0.0
landusages,1500,hedge,0.0
landusages,1500,golf_course,0.0
landusages,1500,generator,0.0
landusages,1500,garden,0.0
landusages,1500,fuel,0.0
landusages,1500,forest,0.0
landusages,1500,footway,0.0
landusages,1500,farmland,0.0
landusages,1500,common,0.0
landusages,1500,commercial,0.0
landusages,1500,college,0.0
landusages,1500,cinema,0.0
landusages,1500,cemetery,0.0
landusages,1500,allotments,0.0
buildings,1400,vacant,0.0
buildings,1400,train_station,0.0
buildings,1400,tower,0.0
buildings,1400,stable,0.0
buildings,1400,shelter,0.0
buildings,1400,roof,0.0
buildings,1400,repair_shops,0.0
buildings,1400,public_building,0.0
buildings,1400,public,0.0
buildings,1400,poolhouse,0.0
buildings,1400,historic,0.0
buildings,1400,guardhouse,0.0
buildings,1400,greenhouse,0.0
buildings,1400,grandstand,0.0
buildings,1400,fidelity,0.0
buildings,1400,farm_auxiliary,0.0
buildings,1400,dormitory,0.0
buildings,1400,dome,0.0
buildings,1400,construction,0.0
buildings,1400,commercial,0.0
buildings,1400,college,0.0
buildings,1400,civic,0.0
buildings,1400,church,0.0
buildings,1400,cathedral,0.0
buildings,1400,building,0.0
buildings,1400,bridge,0.0
buildings,1400,barn,0.0
aeroways,1400,taxiway,0.0
aeroways,1400,runway,0.0
roads,1400,unclassified,0.0
roads,1400,track,0.0
roads,1400,tertiary_link,0.0
roads,1400,subway,0.0
roads,1400,secondary_link,0.0
roads,1400,secondary,0.0
roads,1400,road,0.0
roads,1400,rail,0.0
roads,1400,pier,0.0
roads,1400,motorway,0.0
roads,1400,light_rail,0.0
roads,1400,funicular,0.0
roads,1400,disused,0.0
roads,1400,bridleway,0.0
waterareas,1400,water,0.0
waterareas,1400,swimming_pool,0.0
waterareas,1400,riverbank,0.0
waterareas,1400,reservoir,0.0
landusages,1400,wetland,0.0
landusages,1400,village_green,0.0
landusages,1400,university,0.0
landusages,1400,theatre,0.0
landusages,1400,sports_centre,0.0
landusages,1400,railway,0.0
landusages,1400,plant,0.0
landusages,1400,pedestrian,0.0
landusages,1400,park,0.0
landusages,1400,nature_reserve,0.0
landusages,1400,meadow,0.0
landusages,1400,island,0.0
landusages,1400,hospital,0.0
landusages,1400,hedge,0.0
landusages,1400,golf_course,0.0
landusages,1400,generator,0.0
landusages,1400,garden,0.0
landusages,1400,fuel,0.0
landusages,1400,forest,0.0
landusages,1400,footway,0.0
landusages,1400,farmland,0.0
landusages,1400,common,0.0
landusages,1400,commercial,0.0
landusages,1400,college,0.0
landusages,1400,cinema,0.0
landusages,1400,cemetery,0.0
buildings,1300,warehouse,0.0
buildings,1300,vacant,0.0
buildings,1300,train_station,0.0
buildings,1300,tower,0.0
buildings,1300,stable,0.0
buildings,1300,shelter,0.0
buildings,1300,roof,0.0
buildings,1300,retail,0.0
buildings,1300,repair_shops,0.0
buildings,1300,public_building,0.0
buildings,1300,public,0.0
buildings,1300,poolhouse,0.0
buildings,1300,kindergarten,0.0
buildings,1300,historic,0.0
buildings,1300,guardhouse,0.0
buildings,1300,greenhouse,0.0
buildings,1300,grandstand,0.0
buildings,1300,garage,0.0
buildings,1300,fidelity,0.0
buildings,1300,farm_auxiliary,0.0
buildings,1300,factory,0.0
buildings,1300,dormitory,0.0
buildings,1300,dome,0.0
buildings,1300,construction,0.0
buildings,1300,college,0.0
buildings,1300,civic,0.0
buildings,1300,church,0.0
buildings,1300,cathedral,0.0
buildings,1300,building,0.0
buildings,1300,bridge,0.0
buildings,1300,barn,0.0
aeroways,1300,taxiway,0.0
aeroways,1300,runway,0.0
roads,1300,tertiary_link,0.0
roads,1300,subway,0.0
roads,1300,road,0.0
roads,1300,rail,0.0
roads,1300,pier,0.0
roads,1300,pedestrian,0.0
roads,1300,light_rail,0.0
roads,1300,funicular,0.0
roads,1300,disused,0.0
waterareas,1300,swimming_pool,0.0
waterareas,1300,riverbank,0.0
waterareas,1300,reservoir,0.0
landusages,1300,wood,0.0
landusages,1300,wetland,0.0
landusages,1300,village_green,0.0
landusages,1300,university,0.0
landusages,1300,theatre,0.0
landusages,1300,substation,0.0
landusages,1300,stadium,0.0
landusages,1300,sports_centre,0.0
landusages,1300,school,0.0
landusages,1300,railway,0.0
landusages,1300,plant,0.0
landusages,1300,pedestrian,0.0
landusages,1300,parking,0.0
landusages,1300,meadow,0.0
landusages,1300,library,0.0
landusages,1300,island,0.0
landusages,1300,hospital,0.0
landusages,1300,hedge,0.0
landusages,1300,grass,0.0
landusages,1300,golf_course,0.0
landusages,1300,generator,0.0
landusages,1300,forest,0.0
landusages,1300,footway,0.0
landusages,1300,farmland,0.0
landusages,1300,common,0.0
landusages,1300,commercial,0.0
landusages,1300,college,0.0
landusages,1300,cinema,0.0
landusages,1300,cemetery,0.0
landusages,1300,allotments,0.0
buildings,1200,vacant,0.0
buildings,1200,train_station,0.0
buildings,1200,tower,0.0
buildings,1200,stable,0.0
buildings,1200,shelter,0.0
buildings,1200,shed,0.0
buildings,1200,school,0.0
buildings,1200,public_building,0.0
buildings,1200,public,0.0
buildings,1200,poolhouse,0.0
buildings,1200,office,0.0
buildings,1200,kindergarten,0.0
buildings,1200,industrial,0.0
buildings,1200,hospital,0.0
buildings,1200,historic,0.0
buildings,1200,guardhouse,0.0
buildings,1200,grandstand,0.0
buildings,1200,fidelity,0.0
buildings,1200,farm_auxiliary,0.0
buildings,1200,dormitory,0.0
buildings,1200,dome,0.0
buildings,1200,construction,0.0
buildings,1200,commercial,0.0
buildings,1200,civic,0.0
buildings,1200,church,0.0
buildings,1200,cathedral,0.0
buildings,1200,building,0.0
buildings,1200,bridge,0.0
buildings,1200,barn,0.0
aeroways,1200,taxiway,0.0
aeroways,1200,runway,0.0
roads,1200,unclassified,0.0
roads,1200,tertiary_link,0.0
roads,1200,subway,0.0
roads,1200,steps,0.0
roads,1200,road,0.0
roads,1200,pier,0.0
roads,1200,pedestrian,0.0
roads,1200,path,0.0
roads,1200,motorway_link,0.0
roads,1200,motorway,0.0
roads,1200,light_rail,0.0
roads,1200,funicular,0.0
roads,1200,disused,0.0
roads,1200,bridleway,0.0
waterareas,1200,water,0.0
waterareas,1200,swimming_pool,0.0
waterareas,1200,riverbank,0.0
waterareas,1200,reservoir,0.0
landusages,1200,wood,0.0
landusages,1200,wetland,0.0
landusages,1200,village_green,0.0
landusages,1200,university,0.0
landusages,1200,theatre,0.0
landusages,1200,stadium,0.0
landusages,1200,school,0.0
landusages,1200,retail,0.0
landusages,1200,residential,0.0
landusages,1200,recreation_ground,0.0
landusages,1200,railway,0.0
landusages,1200,plant,0.0
landusages,1200,place_of_worship,0.0
landusages,1200,nature_reserve,0.0
landusages,1200,meadow,0.0
landusages,1200,island,0.0
landusages,1200,hospital,0.0
landusages,1200,hedge,0.0
landusages,1200,grass,0.0
landusages,1200,golf_course,0.0
landusages,1200,generator,0.0
landusages,1200,garden,0.0
landusages,1200,forest,0.0
landusages,1200,farmyard,0.0
landusages,1200,farmland,0.0
landusages,1200,common,0.0
landusages,1200,commercial,0.0
landusages,1200,college,0.0
landusages,1200,cinema,0.0
landusages,1200,cemetery,0.0
landusages,1200,allotments,0.0
buildings,1100,warehouse,0.0
buildings,1100,vacant,0.0
buildings,1100,train_station,0.0
buildings,1100,tower,0.0
buildings,1100,stable,0.0
buildings,1100,shelter,0.0
buildings,1100,retail,0.0
buildings,1100,repair_shops,0.0
buildings,1100,public_building,0.0
buildings,1100,public,0.0
buildings,1100,poolhouse,0.0
buildings,1100,kindergarten,0.0
buildings,1100,industrial,0.0
buildings,1100,hotel,0.0
buildings,1100,hospital,0.0
buildings,1100,historic,0.0
buildings,1100,guardhouse,0.0
buildings,1100,greenhouse,0.0
buildings,1100,grandstand,0.0
buildings,1100,fidelity,0.0
buildings,1100,dome,0.0
buildings,1100,construction,0.0
buildings,1100,commercial,0.0
buildings,1100,college,0.0
buildings,1100,civic,0.0
buildings,1100,church,0.0
buildings,1100,cathedral,0.0
buildings,1100,building,0.0
buildings,1100,bridge,0.0
buildings,1100,barn,0.0
aeroways,1100,runway,0.0
roads,1100,tertiary_link,0.0
roads,1100,subway,0.0
roads,1100,steps,0.0
roads,1100,secondary,0.0
roads,1100,road,0.0
roads,1100,rail,0.0
roads,1100,primary_link,0.0
roads,1100,pier,0.0
roads,1100,motorway,0.0
roads,1100,funicular,0.0
roads,1100,bridleway,0.0
waterareas,1100,riverbank,0.0
waterareas,1100,reservoir,0.0
waterareas,1100,basin,0.0
landusages,1100,wood,0.0
landusages,1100,wetland,0.0
landusages,1100,village_green,0.0
landusages,1100,university,0.0
landusages,1100,theatre,0.0
landusages,1100,stadium,0.0
landusages,1100,sports_centre,0.0
landusages,1100,scrub,0.0
landusages,1100,recreation_ground,0.0
landusages,1100,railway,0.0
landusages,1100,playground,0.0
landusages,1100,plant,0.0
landusages,1100,pedestrian,0.0
landusages,1100,nature_reserve,0.0
landusages,1100,meadow,0.0
landusages,1100,library,0.0
landusages,1100,island,0.0
landusages,1100,industrial,0.0
landusages,1100,hospital,0.0
landusages,1100,hedge,0.0
landusages,1100,golf_course,0.0
landusages,1100,generator,0.0
landusages,1100,garden,0.0
landusages,1100,forest,0.0
landusages,1100,footway,0.0
landusages,1100,farmland,0.0
landusages,1100,common,0.0
landusages,1100,commercial,0.0
landusages,1100,college,0.0
landusages,1100,cinema,0.0
landusages,1100,cemetery,0.0
landusages,1100,allotments,0.0
buildings,1000,vacant,0.0
buildings,1000,train_station,0.0
buildings,1000,tower,0.0
buildings,1000,stable,0.0
buildings,1000,shelter,0.0
buildings,1000,roof,0.0
buildings,1000,residential,0.0
buildings,1000,public_building,0.0
buildings,1000,public,0.0
buildings,1000,poolhouse,0.0
buildings,1000,office,0.0
buildings,1000,kindergarten,0.0
buildings,1000,historic,0.0
buildings,1000,guardhouse,0.0
buildings,1000,greenhouse,0.0
buildings,1000,grandstand,0.0
buildings,1000,garage,0.0
buildings,1000,fidelity,0.0
buildings,1000,dormitory,0.0
buildings,1000,dome,0.0
buildings,1000,construction,0.0
buildings,1000,civic,0.0
buildings,1000,cathedral,0.0
buildings,1000,building,0.0
buildings,1000,bridge,0.0
buildings,1000,barn,0.0
aeroways,1000,taxiway,0.0
aeroways,1000,runway,0.0
roads,1000,track,0.0
roads,1000,tertiary_link,0.0
roads,1000,subway,0.0
roads,1000,steps,0.0
roads,1000,secondary_link,0.0
roads,1000,road,0.0
roads,1000,primary,0.0
roads,1000,pier,0.0
roads,1000,path,0.0
roads,1000,motorway_link,0.0
roads,1000,motorway,0.0
roads,1000,light_rail,0.0
roads,1000,funicular,0.0
roads,1000,disused,0.0
roads,1000,bridleway,0.0
waterareas,1000,water,0.0
waterareas,1000,riverbank,0.0
waterareas,1000,reservoir,0.0
landusages,1000,wood,0.0
landusages,1000,wetland,0.0
landusages,1000,village_green,0.0
landusages,1000,university,0.0
landusages,1000,theatre,0.0
landusages,1000,stadium,0.0
landusages,1000,recreation_ground,0.0
landusages,1000,railway,0.0
landusages,1000,plant,0.0
landusages,1000,pedestrian,0.0
landusages,1000,park,0.0
landusages,1000,nature_reserve,0.0
landusages,1000,meadow,0.0
landusages,1000,library,0.0
landusages,1000,island,0.0
landusages,1000,industrial,0.0
landusages,1000,hospital,0.0
landusages,1000,hedge,0.0
landusages,1000,golf_course,0.0
landusages,1000,generator,0.0
landusages,1000,garden,0.0
landusages,1000,fuel,0.0
landusages,1000,forest,0.0
landusages,1000,farmyard,0.0
landusages,1000,farmland,0.0
landusages,1000,common,0.0
landusages,1000,commercial,0.0
landusages,1000,college,0.0
landusages,1000,cinema,0.0
landusages,1000,cemetery,0.0
landusages,1000,allotments,0.0
buildings,900,warehouse,0.0
buildings,900,vacant,0.0
buildings,900,train_station,0.0
buildings,900,tower,0.0
buildings,900,stable,0.0
buildings,900,shelter,0.0
buildings,900,shed,0.0
buildings,900,roof,0.0
buildings,900,residential,0.0
buildings,900,public_building,0.0
buildings,900,public,0.0
buildings,900,poolhouse,0.0
buildings,900,kindergarten,0.0
buildings,900,hotel,0.0
buildings,900,historic,0.0
buildings,900,guardhouse,0.0
buildings,900,greenhouse,0.0
buildings,900,grandstand,0.0
buildings,900,garages,0.0
buildings,900,fidelity,0.0
buildings,900,farm_auxiliary,0.0
buildings,900,dormitory,0.0
buildings,900,dome,0.0
buildings,900,construction,0.0
buildings,900,college,0.0
buildings,900,civic,0.0
buildings,900,church,0.0
buildings,900,cathedral,0.0
buildings,900,building,0.0
buildings,900,bridge,0.0
buildings,900,barn,0.0
buildings,900,apartments,0.0
aeroways,900,taxiway,0.0
aeroways,900,runway,0.0
roads,900,unclassified,0.0
roads,900,tertiary,0.0
roads,900,subway,0.0
roads,900,secondary_link,0.0
roads,900,road,0.0
roads,900,residential,0.0
roads,900,pier,0.0
roads,900,path,0.0
roads,900,light_rail,0.0
roads,900,funicular,0.0
roads,900,disused,0.0
roads,900,bridleway,0.0
waterareas,900,swimming_pool,0.0
waterareas,900,riverbank,0.0
waterareas,900,reservoir,0.0
landusages,900,wood,0.0
landusages,900,wetland,0.0
landusages,900,theatre,0.0
landusages,900,substation,0.0
landusages,900,stadium,0.0
landusages,900,scrub,0.0
landusages,900,recreation_ground,0.0
landusages,900,railway,0.0
landusages,900,plant,0.0
landusages,900,pedestrian,0.0
landusages,900,parking,0.0
landusages,900,park,0.0
landusages,900,meadow,0.0
landusages,900,library,0.0
landusages,900,island,0.0
landusages,900,industrial,0.0
landusages,900,hospital,0.0
landusages,900,hedge,0.0
landusages,900,golf_course,0.0
landusages,900,generator,0.0
landusages,900,garden,0.0
landusages,900,fuel,0.0
landusages,900,forest,0.0
landusages,900,footway,0.0
landusages,900,farmyard,0.0
landusages,900,farmland,0.0
landusages,900,common,0.0
landusages,900,cinema,0.0
landusages,900,cemetery,0.0
landusages,900,allotments,0.0
buildings,800,vacant,0.0
buildings,800,train_station,0.0
buildings,800,tower,0.0
buildings,800,stable,0.0
buildings,800,shelter,0.0
buildings,800,shed,0.0
buildings,800,roof,0.0
buildings,800,repair_shops,0.0
buildings,800,public_building,0.0
buildings,800,public,0.0
buildings,800,poolhouse,0.0
buildings,800,office,0.0
buildings,800,kindergarten,0.0
buildings,800,hospital,0.0
buildings,800,historic,0.0
buildings,800,guardhouse,0.0
buildings,800,greenhouse,0.0
buildings,800,grandstand,0.0
buildings,800,fidelity,0.0
buildings,800,farm_auxiliary,0.0
buildings,800,factory,0.0
buildings,800,dormitory,0.0
buildings,800,dome,0.0
buildings,800,construction,0.0
buildings,800,commercial,0.0
buildings,800,civic,0.0
buildings,800,church,0.0
buildings,800,cathedral,0.0
buildings,800,building,0.0
buildings,800,bridge,0.0
buildings,800,barn,0.0
aeroways,800,taxiway,0.0
aeroways,800,runway,0.0
roads,800,tertiary_link,0.0
roads,800,tertiary,0.0
roads,800,subway,0.0
roads,800,steps,0.0
roads,800,secondary_link,0.0
roads,800,road,0.0
roads,800,residential,0.0
roads,800,pier,0.0
roads,800,path,0.0
roads,800,motorway_link,0.0
roads,800,motorway,0.0
roads,800,light_rail,0.0
roads,800,funicular,0.0
roads,800,footway,0.0
roads,800,cycleway,0.0
waterareas,800,water,0.0
waterareas,800,riverbank,0.0
waterareas,800,reservoir,0.0
waterareas,800,basin,0.0
landusages,800,wood,0.0
landusages,800,wetland,0.0
landusages,800,village_green,0.0
landusages,800,university,0.0
landusages,800,theatre,0.0
landusages,800,substation,0.0
landusages,800,stadium,0.0
landusages,800,scrub,0.0
landusages,800,railway,0.0
landusages,800,playground,0.0
landusages,800,plant,0.0
landusages,800,pedestrian,0.0
landusages,800,meadow,0.0
landusages,800,island,0.0
landusages,800,industrial,0.0
landusages,800,hospital,0.0
landusages,800,hedge,0.0
landusages,800,grass,0.0
landusages,800,golf_course,0.0
landusages,800,generator,0.0
landusages,800,garden,0.0
landusages,800,fuel,0.0
landusages,800,forest,0.0
landusages,800,footway,0.0
landusages,800,farmyard,0.0
landusages,800,farmland,0.0
landusages,800,common,0.0
landusages,800,commercial,0.0
landusages,800,cinema,0.0
landusages,800,allotments,0.0
buildings,700,vacant,0.0
buildings,700,train_station,0.0
buildings,700,tower,0.0
buildings,700,stable,0.0
buildings,700,shelter,0.0
buildings,700,shed,0.0
buildings,700,school,0.0
buildings,700,roof,0.0
buildings,700,repair_shops,0.0
buildings,700,public_building,0.0
buildings,700,public,0.0
buildings,700,poolhouse,0.0
buildings,700,office,0.0
buildings,700,hotel,0.0
buildings,700,historic,0.0
buildings,700,guardhouse,0.0
buildings,700,greenhouse,0.0
buildings,700,grandstand,0.0
buildings,700,garages,0.0
buildings,700,garage,0.0
buildings,700,fidelity,0.0
buildings,700,factory,0.0
buildings,700,dormitory,0.0
buildings,700,dome,0.0
buildings,700,construction,0.0
buildings,700,commercial,0.0
buildings,700,college,0.0
buildings,700,civic,0.0
buildings,700,church,0.0
buildings,700,cathedral,0.0
buildings,700,building,0.0
buildings,700,bridge,0.0
buildings,700,barn,0.0
aeroways,700,taxiway,0.0
aeroways,700,runway,0.0
roads,700,tertiary_link,0.0
roads,700,subway,0.0
roads,700,secondary_link,0.0
roads,700,secondary,0.0
roads,700,road,0.0
roads,700,primary_link,0.0
roads,700,pier,0.0
roads,700,pedestrian,0.0
roads,700,path,0.0
roads,700,motorway,0.0
roads,700,light_rail,0.0
roads,700,funicular,0.0
roads,700,footway,0.0
roads,700,disused,0.0
roads,700,cycleway,0.0
waterareas,700,water,0.0
waterareas,700,riverbank,0.0
waterareas,700,reservoir,0.0
waterareas,700,basin,0.0
landusages,700,wood,0.0
landusages,700,wetland,0.0
landusages,700,village_green,0.0
landusages,700,university,0.0
landusages,700,theatre,0.0
landusages,700,stadium,0.0
landusages,700,sports_centre,0.0
landusages,700,scrub,0.0
landusages,700,school,0.0
landusages,700,railway,0.0
landusages,700,plant,0.0
landusages,700,place_of_worship,0.0
landusages,700,nature_reserve,0.0
landusages,700,meadow,0.0
landusages,700,island,0.0
landusages,700,industrial,0.0
landusages,700,hospital,0.0
landusages,700,hedge,0.0
landusages,700,grass,0.0
landusages,700,golf_course,0.0
landusages,700,garden,0.0
landusages,700,fuel,0.0
landusages,700,forest,0.0
landusages,700,farmyard,0.0
landusages,700,farmland,0.0
landusages,700,common,0.0
landusages,700,commercial,0.0
landusages,700,college,0.0
landusages,700,cinema,0.0
landusages,700,cemetery,0.0
landusages,700,allotments,0.0
buildings,600,vacant,0.0
buildings,600,train_station,0.0
buildings,600,tower,0.0
buildings,600,stable,0.0
buildings,600,shelter,0.0
buildings,600,roof,0.0
buildings,600,repair_shops,0.0
buildings,600,public_building,0.0
buildings,600,public,0.0
buildings,600,poolhouse,0.0
buildings,600,kindergarten,0.0
buildings,600,historic,0.0
buildings,600,guardhouse,0.0
buildings,600,greenhouse,0.0
buildings,600,grandstand,0.0
buildings,600,garages,0.0
buildings,600,fidelity,0.0
buildings,600,farm_auxiliary,0.0
buildings,600,factory,0.0
buildings,600,dormitory,0.0
buildings,600,dome,0.0
buildings,600,construction,0.0
buildings,600,commercial,0.0
buildings,600,college,0.0
buildings,600,civic,0.0
buildings,600,church,0.0
buildings,600,cathedral,0.0
buildings,600,building,0.0
buildings,600,bridge,0.0
buildings,600,barn,0.0
aeroways,600,taxiway,0.0
roads,600,unclassified,0.0
roads,600,tertiary_link,0.0
roads,600,subway,0.0
roads,600,steps,0.0
roads,600,secondary_link,0.0
roads,600,road,0.0
roads,600,primary_link,0.0
roads,600,pier,0.0
roads,600,pedestrian,0.0
roads,600,path,0.0
roads,600,motorway_link,0.0
roads,600,light_rail,0.0
roads,600,funicular,0.0
roads,600,footway,0.0
roads,600,disused,0.0
roads,600,cycleway,0.0
roads,600,bridleway,0.0
waterareas,600,water,0.0
waterareas,600,riverbank,0.0
waterareas,600,reservoir,0.0
waterareas,600,basin,0.0
landusages,600,wood,0.0
landusages,600,wetland,0.0
landusages,600,village_green,0.0
landusages,600,theatre,0.0
landusages,600,substation,0.0
landusages,600,stadium,0.0
landusages,600,sports_centre,0.0
landusages,600,scrub,0.0
landusages,600,retail,0.0
landusages,600,recreation_ground,0.0
landusages,600,railway,0.0
landusages,600,plant,0.0
landusages,600,place_of_worship,0.0
landusages,600,park,0.0
landusages,600,nature_reserve,0.0
landusages,600,meadow,0.0
landusages,600,library,0.0
landusages,600,island,0.0
landusages,600,industrial,0.0
landusages,600,hospital,0.0
landusages,600,hedge,0.0
landusages,600,grass,0.0
landusages,600,golf_course,0.0
landusages,600,garden,0.0
landusages,600,forest,0.0
landusages,600,farmyard,0.0
landusages,600,farmland,0.0
landusages,600,common,0.0
landusages,600,college,0.0
landusages,600,cinema,0.0
landusages,600,cemetery,0.0
landusages,600,allotments,0.0
buildings,500,warehouse,0.0
buildings,500,vacant,0.0
buildings,500,train_station,0.0
buildings,500,tower,0.0
buildings,500,stable,0.0
buildings,500,shelter,0.0
buildings,500,shed,0.0
buildings,500,roof,0.0
buildings,500,repair_shops,0.0
buildings,500,public_building,0.0
buildings,500,public,0.0
buildings,500,poolhouse,0.0
buildings,500,office,0.0
buildings,500,kindergarten,0.0
buildings,500,house,0.0
buildings,500,hotel,0.0
buildings,500,hospital,0.0
buildings,500,historic,0.0
buildings,500,guardhouse,0.0
buildings,500,greenhouse,0.0
buildings,500,grandstand,0.0
buildings,500,garages,0.0
buildings,500,garage,0.0
buildings,500,fidelity,0.0
buildings,500,farm_auxiliary,0.0
buildings,500,factory,0.0
buildings,500,dormitory,0.0
buildings,500,dome,0.0
buildings,500,construction,0.0
buildings,500,commercial,0.0
buildings,500,college,0.0
buildings,500,civic,0.0
buildings,500,church,0.0
buildings,500,cathedral,0.0
buildings,500,building,0.0
buildings,500,bridge,0.0
buildings,500,barn,0.0
aeroways,500,taxiway,0.0
aeroways,500,runway,0.0
roads,500,unclassified,0.0
roads,500,track,0.0
roads,500,tertiary_link,0.0
roads,500,tertiary,0.0
roads,500,subway,0.0
roads,500,steps,0.0
roads,500,secondary_link,0.0
roads,500,road,0.0
roads,500,primary_link,0.0
roads,500,pier,0.0
roads,500,path,0.0
roads,500,motorway_link,0.0
roads,500,motorway,0.0
roads,500,light_rail,0.0
roads,500,funicular,0.0
roads,500,disused,0.0
roads,500,cycleway,0.0
roads,500,bridleway,0.0
waterareas,500,water,0.0
waterareas,500,swimming_pool,0.0
waterareas,500,riverbank,0.0
waterareas,500,reservoir,0.0
waterareas,500,basin,0.0
landusages,500,wood,0.0
landusages,500,wetland,0.0
landusages,500,village_green,0.0
landusages,500,university,0.0
landusages,500,theatre,0.0
landusages,500,substation,0.0
landusages,500,stadium,0.0
landusages,500,sports_centre,0.0
landusages,500,scrub,0.0
landusages,500,residential,0.0
landusages,500,recreation_ground,0.0
landusages,500,railway,0.0
landusages,500,playground,0.0
landusages,500,plant,0.0
landusages,500,place_of_worship,0.0
landusages,500,pitch,0.0
landusages,500,nature_reserve,0.0
landusages,500,meadow,0.0
landusages,500,island,0.0
landusages,500,hospital,0.0
landusages,500,hedge,0.0
landusages,500,grass,0.0
landusages,500,golf_course,0.0
landusages,500,generator,0.0
landusages,500,garden,0.0
landusages,500,fuel,0.0
landusages,500,forest,0.0
landusages,500,farmyard,0.0
landusages,500,farmland,0.0
landusages,500,common,0.0
landusages,500,commercial,0.0
landusages,500,cinema,0.0
landusages,500,allotments,0.0
buildings,400,vacant,0.0
buildings,400,train_station,0.0
buildings,400,tower,0.0
buildings,400,stable,0.0
buildings,400,shelter,0.0
buildings,400,shed,0.0
buildings,400,repair_shops,0.0
buildings,400,public_building,0.0
buildings,400,public,0.0
buildings,400,poolhouse,0.0
buildings,400,office,0.0
buildings,400,kindergarten,0.0
buildings,400,hotel,0.0
buildings,400,hospital,0.0
buildings,400,historic,0.0
buildings,400,guardhouse,0.0
buildings,400,greenhouse,0.0
buildings,400,grandstand,0.0
buildings,400,garages,0.0
buildings,400,garage,0.0
buildings,400,fidelity,0.0
buildings,400,farm_auxiliary,0.0
buildings,400,factory,0.0
buildings,400,dormitory,0.0
buildings,400,dome,0.0
buildings,400,construction,0.0
buildings,400,college,0.0
buildings,400,civic,0.0
buildings,400,church,0.0
buildings,400,cathedral,0.0
buildings,400,building,0.0
buildings,400,bridge,0.0
buildings,400,barn,0.0
aeroways,400,taxiway,0.0
aeroways,400,runway,0.0
roads,400,unclassified,0.0
roads,400,tertiary_link,0.0
roads,400,subway,0.0
roads,400,steps,0.0
roads,400,secondary_link,0.0
roads,400,secondary,0.0
roads,400,road,0.0
roads,400,primary_link,0.0
